transporter	TIGRFAM	mainrole	sub1role	go_id	go_name	TIGRFAM_NAME
T33	TIGR02314			GO:0009898	cytoplasmic side of plasma membrane	ABC_MetN: D-methionine ABC transporter, ATP-binding protein
T33	TIGR02314			GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	ABC_MetN: D-methionine ABC transporter, ATP-binding protein
T33	TIGR02314			GO:0033232	D-methionine-transporting ATPase activity	ABC_MetN: D-methionine ABC transporter, ATP-binding protein
T33	TIGR02314			GO:0048473	D-methionine transport	ABC_MetN: D-methionine ABC transporter, ATP-binding protein
T34	TIGR04406	Transport and binding proteins	Other	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
T34	TIGR04406	Transport and binding proteins	Other	GO:0043190	ATP-binding cassette (ABC) transporter complex	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
T34	TIGR04406	Transport and binding proteins	Other	GO:0009898	cytoplasmic side of plasma membrane	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
T34	TIGR04406	Transport and binding proteins	Other	GO:0015920	lipopolysaccharide transport	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
T34	TIGR04406	Transport and binding proteins	Other	GO:0015221	lipopolysaccharide transmembrane transporter activity	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
T34	TIGR04406	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
T34	TIGR04406	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0043190	ATP-binding cassette (ABC) transporter complex	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
T34	TIGR04406	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0009898	cytoplasmic side of plasma membrane	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
T34	TIGR04406	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0015920	lipopolysaccharide transport	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
T34	TIGR04406	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0015221	lipopolysaccharide transmembrane transporter activity	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
T35	TIGR01297	Transport and binding proteins	Cations and iron carrying compounds	GO:0016020	membrane	CDF: cation diffusion facilitator family transporter
T35	TIGR01297	Transport and binding proteins	Cations and iron carrying compounds	GO:0006812	cation transport	CDF: cation diffusion facilitator family transporter
T35	TIGR01297	Transport and binding proteins	Cations and iron carrying compounds	GO:0015562	efflux transmembrane transporter activity	CDF: cation diffusion facilitator family transporter
T35	TIGR01297	Transport and binding proteins	Cations and iron carrying compounds	GO:0008324	cation transmembrane transporter activity	CDF: cation diffusion facilitator family transporter
T36	TIGR03928	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7_EssCb_Firm: type VII secretion protein EssC
T36	TIGR03928	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	T7_EssCb_Firm: type VII secretion protein EssC
T36	TIGR03926	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7_EssB: type VII secretion protein EssB
T36	TIGR03926	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	T7_EssB: type VII secretion protein EssB
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0005524	ATP binding	potA: polyamine ABC transporter, ATP-binding protein
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0009898	cytoplasmic side of plasma membrane	potA: polyamine ABC transporter, ATP-binding protein
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	potA: polyamine ABC transporter, ATP-binding protein
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0015417	polyamine-transporting ATPase activity	potA: polyamine ABC transporter, ATP-binding protein
T37	TIGR01187	Transport and binding proteins	Amino acids, peptides and amines	GO:0015846	polyamine transport	potA: polyamine ABC transporter, ATP-binding protein
T37	TIGR03258			GO:0005524	ATP binding	PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT
T37	TIGR03258			GO:0009898	cytoplasmic side of plasma membrane	PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT
T37	TIGR03258			GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT
T37	TIGR03258			GO:0033223	2-aminoethylphosphonate transport	PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT
T37	TIGR03258			GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT
T39	TIGR00681	Transport and binding proteins	Cations and iron carrying compounds	GO:0006813	potassium ion transport	kdpC: K+-transporting ATPase, C subunit
T39	TIGR00681	Transport and binding proteins	Cations and iron carrying compounds	GO:0008556	potassium-transporting ATPase activity	kdpC: K+-transporting ATPase, C subunit
T39	TIGR00681	Transport and binding proteins	Cations and iron carrying compounds	GO:0031004	potassium ion-transporting ATPase complex	kdpC: K+-transporting ATPase, C subunit
T40	TIGR01417			GO:0006808	regulation of nitrogen utilization	PTS_I_fam: phosphoenolpyruvate-protein phosphotransferase
T40	TIGR01417			GO:0008965	phosphoenolpyruvate-protein phosphotransferase activity	PTS_I_fam: phosphoenolpyruvate-protein phosphotransferase
T40	TIGR01417			GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	PTS_I_fam: phosphoenolpyruvate-protein phosphotransferase
T41	TIGR00946	Transport and binding proteins	Other			2a69: auxin efflux carrier
T42	TIGR01186	Transport and binding proteins	Amino acids, peptides and amines	GO:0043190	ATP-binding cassette (ABC) transporter complex	proV: glycine betaine/L-proline transport ATP binding subunit
T42	TIGR01186	Transport and binding proteins	Amino acids, peptides and amines	GO:0015837	amine transport	proV: glycine betaine/L-proline transport ATP binding subunit
T42	TIGR01186	Transport and binding proteins	Amino acids, peptides and amines	GO:0005524	ATP binding	proV: glycine betaine/L-proline transport ATP binding subunit
T42	TIGR01186	Transport and binding proteins	Amino acids, peptides and amines	GO:0009898	cytoplasmic side of plasma membrane	proV: glycine betaine/L-proline transport ATP binding subunit
T42	TIGR01186	Transport and binding proteins	Amino acids, peptides and amines	GO:0031263	amine-transporting ATPase activity	proV: glycine betaine/L-proline transport ATP binding subunit
T43	TIGR00680	Transport and binding proteins	Cations and iron carrying compounds	GO:0006813	potassium ion transport	kdpA: K+-transporting ATPase, A subunit
T43	TIGR00680	Transport and binding proteins	Cations and iron carrying compounds	GO:0008556	potassium-transporting ATPase activity	kdpA: K+-transporting ATPase, A subunit
T43	TIGR00680	Transport and binding proteins	Cations and iron carrying compounds	GO:0031004	potassium ion-transporting ATPase complex	kdpA: K+-transporting ATPase, A subunit
T44	TIGR00790	Transport and binding proteins	Anions	GO:0006820	anion transport	fnt: formate/nitrite transporter
T44	TIGR00790	Transport and binding proteins	Anions	GO:0008509	anion transmembrane transporter activity	fnt: formate/nitrite transporter
T45	TIGR01165	Transport and binding proteins	Cations and iron carrying compounds			cbiN: cobalt transport protein
T46	TIGR00933	Transport and binding proteins	Cations and iron carrying compounds			2a38: potassium uptake protein, TrkH family
T47	TIGR00795	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0005887	integral component of plasma membrane	lctP: transporter, lactate permease (LctP) family
T47	TIGR00795	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015718	monocarboxylic acid transport	lctP: transporter, lactate permease (LctP) family
T47	TIGR00795	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0008028	monocarboxylic acid transmembrane transporter activity	lctP: transporter, lactate permease (LctP) family
T48	TIGR00842	Transport and binding proteins	Other	GO:0015652	quaternary ammonium group:proton symporter activity	bcct: transporter, betaine/carnitine/choline transporter (BCCT) family
T48	TIGR00842	Transport and binding proteins	Other	GO:0015697	quaternary ammonium group transport	bcct: transporter, betaine/carnitine/choline transporter (BCCT) family
T49	TIGR00940	Transport and binding proteins	Cations and iron carrying compounds	GO:0005451	monovalent cation:proton antiporter activity	2a6301s01: monovalent cation:proton antiporter
T49	TIGR00940	Transport and binding proteins	Cations and iron carrying compounds	GO:0015992	proton transport	2a6301s01: monovalent cation:proton antiporter
T49	TIGR00940	Transport and binding proteins	Cations and iron carrying compounds	GO:0015672	monovalent inorganic cation transport	2a6301s01: monovalent cation:proton antiporter
T51	TIGR01710	Protein fate	Protein and peptide secretion and trafficking	GO:0008565	protein transporter activity	typeII_sec_gspG: type II secretion system protein G
T51	TIGR01710	Protein fate	Protein and peptide secretion and trafficking	GO:0015627	type II protein secretion system complex	typeII_sec_gspG: type II secretion system protein G
T51	TIGR01710	Protein fate	Protein and peptide secretion and trafficking	GO:0015628	protein secretion by the type II secretion system	typeII_sec_gspG: type II secretion system protein G
T51	TIGR01710	Cellular processes	Pathogenesis	GO:0008565	protein transporter activity	typeII_sec_gspG: type II secretion system protein G
T51	TIGR01710	Cellular processes	Pathogenesis	GO:0015627	type II protein secretion system complex	typeII_sec_gspG: type II secretion system protein G
T51	TIGR01710	Cellular processes	Pathogenesis	GO:0015628	protein secretion by the type II secretion system	typeII_sec_gspG: type II secretion system protein G
T52	TIGR00796	Transport and binding proteins	Amino acids, peptides and amines	GO:0015658	branched-chain amino acid transmembrane transporter activity	livcs: branched-chain amino acid transport system II carrier protein
T52	TIGR00796	Transport and binding proteins	Amino acids, peptides and amines	GO:0015803	branched-chain amino acid transport	livcs: branched-chain amino acid transport system II carrier protein
T53	TIGR00794	Transport and binding proteins	Cations and iron carrying compounds	GO:0006813	potassium ion transport	kup: potassium uptake protein
T53	TIGR00794	Transport and binding proteins	Cations and iron carrying compounds	GO:0016020	membrane	kup: potassium uptake protein
T53	TIGR00794	Transport and binding proteins	Cations and iron carrying compounds	GO:0015079	potassium ion transmembrane transporter activity	kup: potassium uptake protein
T54	TIGR00815	Transport and binding proteins	Anions	GO:0016020	membrane	sulP: sulfate permease
T54	TIGR00815	Transport and binding proteins	Anions	GO:0008272	sulfate transport	sulP: sulfate permease
T54	TIGR00815	Transport and binding proteins	Anions	GO:0015116	sulfate transmembrane transporter activity	sulP: sulfate permease
T56	TIGR00785	Transport and binding proteins	Cations and iron carrying compounds	GO:0005887	integral component of plasma membrane	dass: transporter, divalent anion:Na+ symporter (DASS) family
T56	TIGR00785	Transport and binding proteins	Cations and iron carrying compounds	GO:0006820	anion transport	dass: transporter, divalent anion:Na+ symporter (DASS) family
T56	TIGR00785	Transport and binding proteins	Cations and iron carrying compounds	GO:0008509	anion transmembrane transporter activity	dass: transporter, divalent anion:Na+ symporter (DASS) family
T56	TIGR00785	Transport and binding proteins	Anions	GO:0005887	integral component of plasma membrane	dass: transporter, divalent anion:Na+ symporter (DASS) family
T56	TIGR00785	Transport and binding proteins	Anions	GO:0006820	anion transport	dass: transporter, divalent anion:Na+ symporter (DASS) family
T56	TIGR00785	Transport and binding proteins	Anions	GO:0008509	anion transmembrane transporter activity	dass: transporter, divalent anion:Na+ symporter (DASS) family
T58	TIGR00820	Transport and binding proteins	Cations and iron carrying compounds			zip: ZIP zinc/iron transport family
T59	TIGR01352	Transport and binding proteins	Cations and iron carrying compounds	GO:0006810	transport	tonB_Cterm: TonB family C-terminal domain
T59	TIGR01352	Transport and binding proteins	Cations and iron carrying compounds	GO:0015570	secondary active transmembrane transporter activity	tonB_Cterm: TonB family C-terminal domain
T60	TIGR02769	Transport and binding proteins	Cations and iron carrying compounds	GO:0043190	ATP-binding cassette (ABC) transporter complex	nickel_nikE: nickel import ATP-binding protein NikE
